Ship;Date;hour;minute;UTC_Seconds;Latitude;Longitude;ow_temp;ow_humidity;ow_pressure;ow_dewPoint;ow_feelsLike;ow_dt
A-AU;2020-12-16 22:00:00;22;0;1608156000;59.44998199999999;24.766567000000002;4.06;93;1012;3.03;-2.13;1608156000
A-AU;2020-12-16 23:00:00;23;0;1608159600;59.44998199999999;24.766567000000002;3.78;93;1012;2.75;-2.1;1608159600
A-BE;2020-12-16 00:00:00;0;0;1608076800;28.065067;-15.374332999999998;18.53;72;1019;13.39;17.07;1608076800
A-BE;2020-12-16 01:00:00;1;0;1608080400;28.064934;-15.37335;17.86;82;1018;14.75;17.21;1608080400
A-BE;2020-12-16 02:00:00;2;0;1608084000;28.064951;-15.37425;17.69;77;1018;13.61;17.35;1608084000
A-BE;2020-12-16 03:00:00;3;0;1608087600;28.064884000000003;-15.372967000000001;17.39;82;1020;14.29;15.18;1608087600
A-BE;2020-12-16 04:00:00;4;0;1608091200;28.065332;-15.372766;17.52;77;1018;13.45;16.08;1608091200
A-BE;2020-12-16 05:00:00;5;0;1608094800;28.065233000000003;-15.372766;17.35;77;1019;13.28;15.85;1608094800
A-BE;2020-12-16 06:00:00;6;0;1608098400;28.065268;-15.372832999999998;17.35;77;1020;13.28;16.2;1608098400
A-BE;2020-12-16 07:00:00;7;0;1608102000;28.0648;-15.373317000000002;16.62;77;1020;12.57;15.25;1608102000
A-BE;2020-12-16 08:00:00;8;0;1608105600;28.065001000000002;-15.3727;16.97;72;1021;11.89;14.68;1608105600
A-BE;2020-12-16 09:00:00;9;0;1608109200;28.065733;-15.3721;18.58;77;1020;14.47;16.79;1608109200
A-BE;2020-12-16 10:00:00;10;0;1608112800;28.064632;-15.373466;19.83;60;1021;11.85;16.06;1608112800
A-BE;2020-12-16 11:00:00;11;0;1608116400;28.064816999999998;-15.37295;20.52;56;1021;11.45;15.93;1608116400
A-BE;2020-12-16 12:00:00;12;0;1608120000;28.065184000000002;-15.372967000000001;21.07;53;1020;11.13;16.39;1608120000
A-BE;2020-12-16 13:00:00;13;0;1608123600;28.064632;-15.372482999999999;21.45;53;1022;11.48;16.52;1608123600
A-BE;2020-12-16 14:00:00;14;0;1608127200;28.064315999999998;-15.373767;21.28;53;1019;11.32;15.18;1608127200
A-BE;2020-12-16 15:00:00;15;0;1608130800;28.064916999999998;-15.372582999999999;21.45;53;1020;11.48;16.17;1608130800
A-BE;2020-12-16 16:00:00;16;0;1608134400;28.064766;-15.3724;21.87;49;1021;10.69;17.06;1608134400
A-BE;2020-12-16 17:00:00;17;0;1608138000;28.065083;-15.371932999999999;21.07;56;1021;11.96;18.45;1608138000
A-BE;2020-12-16 18:00:00;18;0;1608141600;28.064966;-15.372316;20.56;60;1021;12.53;19.17;1608141600
A-BE;2020-12-16 19:00:00;19;0;1608145200;28.06505;-15.3723;19.88;64;1022;12.88;15.54;1608145200
A-BE;2020-12-16 20:00:00;20;0;1608148800;28.0665;-15.37185;20.12;64;958;13.1;16.04;1608148800
A-BE;2020-12-16 21:00:00;21;0;1608152400;28.065733;-15.371483999999999;20.03;64;1023;13.02;15.92;1608152400
A-BE;2020-12-16 22:00:00;22;0;1608156000;28.06455;-15.372;19.9;68;1022;13.82;17.53;1608156000
A-BE;2020-12-16 23:00:00;23;0;1608159600;28.06435;-15.3733;19.5;72;1022;14.32;16.53;1608159600
A-BL;2020-12-16 00:00:00;0;0;1608076800;42.062943;11.759793;5.52;93;1010;4.48;1.77;1608076800
A-BL;2020-12-16 01:00:00;1;0;1608080400;42.062874;11.759751;6.22;93;1006;5.17;2.96;1608080400
A-BL;2020-12-16 02:00:00;2;0;1608084000;42.063492;11.759525;6.42;93;1007;5.37;3.9;1608084000
A-BL;2020-12-16 03:00:00;3;0;1608087600;42.063408;11.759445;6.42;86;1007;4.25;3.68;1608087600
A-BL;2020-12-16 04:00:00;4;0;1608091200;42.063976000000004;11.759805;5.17;86;1010;3.02;1.5;1608091200
A-BL;2020-12-16 05:00:00;5;0;1608094800;42.063858;11.75997;5.01;93;1021;3.97;1.87;1608094800
A-BL;2020-12-16 06:00:00;6;0;1608098400;42.063423;11.75962;4.83;86;1021;2.69;0.4;1608098400
A-BL;2020-12-16 07:00:00;7;0;1608102000;42.062889;11.7596;4.45;93;1021;3.42;-0.2;1608102000
A-BL;2020-12-16 08:00:00;8;0;1608105600;42.063004;11.759375;6.29;86;1016;4.12;2.47;1608105600
A-BL;2020-12-16 09:00:00;9;0;1608109200;42.063629;11.759303;8.45;87;1017;6.41;5.1;1608109200
A-BL;2020-12-16 10:00:00;10;0;1608112800;42.063152;11.759356;10.22;75;1017;5.99;6.78;1608112800
A-BL;2020-12-16 11:00:00;11;0;1608116400;42.063621999999995;11.75945;11.48;71;1018;6.41;8.13;1608116400
A-BL;2020-12-16 12:00:00;12;0;1608120000;42.063969;11.759983;13.15;66;1018;6.95;10.97;1608120000
A-BL;2020-12-16 13:00:00;13;0;1608123600;42.063885;11.759764;13.42;62;1018;6.3;10.39;1608123600
A-BL;2020-12-16 14:00:00;14;0;1608127200;42.063538;11.759582;12.83;66;1018;6.64;11.0;1608127200
A-BL;2020-12-16 15:00:00;15;0;1608130800;42.063511;11.759553;12.13;71;1018;7.04;10.74;1608130800
A-BL;2020-12-16 16:00:00;16;0;1608134400;42.063545;11.759592;11.23;76;1017;7.16;9.52;1608134400
A-BL;2020-12-16 17:00:00;17;0;1608138000;42.063472999999995;11.759486;10.09;87;1018;8.03;7.81;1608138000
A-BL;2020-12-16 18:00:00;18;0;1608141600;42.063225;11.7596;9.57;81;1017;6.47;6.93;1608141600
A-BL;2020-12-16 19:00:00;19;0;1608145200;42.063389;11.759599;9.16;93;1017;8.09;6.55;1608145200
A-BL;2020-12-16 20:00:00;20;0;1608148800;42.0634;11.759771;8.18;100;1018;8.18;6.29;1608148800
A-BL;2020-12-16 21:00:00;21;0;1608152400;42.063194;11.759573;7.98;100;1019;7.98;6.81;1608152400
A-BL;2020-12-16 22:00:00;22;0;1608156000;42.06337;11.759582;7.77;100;1018;7.77;5.43;1608156000
A-BL;2020-12-16 23:00:00;23;0;1608159600;42.063232;11.759606;7.72;93;1018;6.66;5.48;1608159600
A-CA;2020-12-16 00:00:00;0;0;1608076800;59.451092;24.765629;0.14;90;1012;-1.15;-6.02;1608076800
A-CA;2020-12-16 01:00:00;1;0;1608080400;59.451088;24.765625;0.28;90;1011;-1.03;-5.44;1608080400
A-CA;2020-12-16 02:00:00;2;0;1608084000;59.451092;24.765639999999998;0.43;89;1010;-1.03;-5.71;1608084000
A-CA;2020-12-16 03:00:00;3;0;1608087600;59.451083999999994;24.765635;0.43;88;1009;-1.17;-5.31;1608087600
A-CA;2020-12-16 04:00:00;4;0;1608091200;59.451088;24.765627;0.43;88;1010;-1.17;-4.96;1608091200
A-CA;2020-12-16 05:00:00;5;0;1608094800;59.451092;24.765635999999997;0.52;89;1009;-0.95;-4.84;1608094800
A-CA;2020-12-16 06:00:00;6;0;1608098400;59.451092;24.765632999999998;0.61;86;1009;-1.29;-5.15;1608098400
A-CA;2020-12-16 07:00:00;7;0;1608102000;59.451092;24.765635999999997;0.85;95;1008;0.14;-4.68;1608102000
A-CA;2020-12-16 08:00:00;8;0;1608105600;59.451092;24.765644;1.26;100;1008;1.26;-4.52;1608105600
A-CA;2020-12-16 09:00:00;9;0;1608109200;59.451080000000005;24.765635;1.34;100;1008;1.34;-4.43;1608109200
A-CA;2020-12-16 10:00:00;10;0;1608112800;59.451083999999994;24.765631;1.35;100;1007;1.35;-4.42;1608112800
A-CA;2020-12-16 11:00:00;11;0;1608116400;59.451096;24.765635999999997;1.62;100;1006;1.62;-4.11;1608116400
A-CA;2020-12-16 12:00:00;12;0;1608120000;59.451080000000005;24.765639999999998;2.08;93;1006;1.07;-3.31;1608120000
A-CA;2020-12-16 13:00:00;13;0;1608123600;59.451088;24.765642;2.83;100;1006;2.83;-1.57;1608123600
A-CA;2020-12-16 14:00:00;14;0;1608127200;59.451088;24.765635999999997;3.85;100;1006;3.85;-0.02;1608127200
A-CA;2020-12-16 15:00:00;15;0;1608130800;59.451088;24.765642;5.32;100;1007;5.32;1.39;1608130800
A-CA;2020-12-16 16:00:00;16;0;1608134400;59.451088;24.765635999999997;5.88;87;1007;3.89;-0.85;1608134400
A-CA;2020-12-16 17:00:00;17;0;1608138000;59.451096;24.765638;5.12;86;1008;2.97;-2.13;1608138000
A-CA;2020-12-16 18:00:00;18;0;1608141600;59.451092;24.765635;5.03;86;1009;2.89;-0.83;1608141600
A-CA;2020-12-16 19:00:00;19;0;1608145200;59.451092;24.765635999999997;4.9;86;1010;2.76;-1.68;1608145200
A-CA;2020-12-16 20:00:00;20;0;1608148800;59.451088;24.765627;4.45;93;1010;3.42;-1.67;1608148800
A-CA;2020-12-16 21:00:00;21;0;1608152400;59.451088;24.765632999999998;4.06;93;1011;3.03;-2.48;1608152400
A-CA;2020-12-16 22:00:00;22;0;1608156000;59.451092;24.765635;4.06;93;1012;3.03;-2.13;1608156000
A-CA;2020-12-16 23:00:00;23;0;1608159600;59.451088;24.765635;3.78;93;1012;2.75;-2.1;1608159600
A-DV;2020-12-16 00:00:00;0;0;1608076800;57.677002;10.590888;7.78;95;1010;7.03;4.9;1608076800
A-DV;2020-12-16 01:00:00;1;0;1608080400;57.676853;10.590946;7.78;95;1010;7.03;3.96;1608080400
A-DV;2020-12-16 02:00:00;2;0;1608084000;57.677383;10.590219;7.78;95;1011;7.03;3.02;1608084000
A-DV;2020-12-16 03:00:00;3;0;1608087600;57.677013;10.590952;7.78;95;1011;7.03;3.64;1608087600
A-DV;2020-12-16 04:00:00;4;0;1608091200;57.677151;10.590892;7.78;95;1012;7.03;3.34;1608091200
A-DV;2020-12-16 05:00:00;5;0;1608094800;57.677032;10.590854;7.78;95;1013;7.03;2.39;1608094800
A-DV;2020-12-16 06:00:00;6;0;1608098400;57.677303;10.590425999999999;6.72;100;1014;6.72;3.44;1608098400
A-DV;2020-12-16 07:00:00;7;0;1608102000;57.677322;10.590076;6.7;100;1014;6.7;3.41;1608102000
A-DV;2020-12-16 08:00:00;8;0;1608105600;57.677139000000004;10.590864999999999;6.68;100;1014;6.68;3.04;1608105600
A-DV;2020-12-16 09:00:00;9;0;1608109200;57.677391;10.590346;6.68;100;1015;6.68;1.57;1608109200
A-DV;2020-12-16 10:00:00;10;0;1608112800;57.677020999999996;10.590928;6.87;93;1016;5.82;2.34;1608112800
A-DV;2020-12-16 11:00:00;11;0;1608116400;57.677383;10.590335000000001;7.08;93;1016;6.03;3.3;1608116400
A-DV;2020-12-16 12:00:00;12;0;1608120000;57.677364000000004;10.59041;7.08;100;1016;7.08;2.83;1608120000
A-DV;2020-12-16 13:00:00;13;0;1608123600;57.677341000000006;10.590433;7.09;100;1016;7.09;2.84;1608123600
A-DV;2020-12-16 14:00:00;14;0;1608127200;57.677299;10.59032;7.78;95;1017;7.03;4.27;1608127200
A-DV;2020-12-16 15:00:00;15;0;1608130800;57.67736800000001;10.590482000000002;7.78;95;1017;7.03;4.9;1608130800
A-DV;2020-12-16 16:00:00;16;0;1608134400;57.67730699999999;10.589773;7.78;95;1018;7.03;4.27;1608134400
A-DV;2020-12-16 17:00:00;17;0;1608138000;57.677422;10.590333;7.78;94;1017;6.88;4.86;1608138000
A-DV;2020-12-16 18:00:00;18;0;1608141600;57.677437;10.590017999999999;7.22;94;1017;6.32;4.49;1608141600
A-DV;2020-12-16 19:00:00;19;0;1608145200;57.677422;10.590308;7.22;93;1018;6.17;3.52;1608145200
A-DV;2020-12-16 20:00:00;20;0;1608148800;57.677399;10.589922;7.22;93;1017;6.17;2.59;1608148800
A-DV;2020-12-16 21:00:00;21;0;1608152400;57.677399;10.589905;7.22;94;1018;6.32;2.3;1608152400
A-DV;2020-12-16 22:00:00;22;0;1608156000;57.677399;10.58897;7.22;92;1018;6.01;1.92;1608156000
A-DV;2020-12-16 23:00:00;23;0;1608159600;57.677223;10.588351;7.22;91;1017;5.85;1.57;1608159600
A-LN;2020-12-16 00:00:00;0;0;1608076800;28.505262;-16.156511;14.95;93;1019;13.83;11.82;1608076800
A-LN;2020-12-16 01:00:00;1;0;1608080400;28.50527;-16.155794;14.45;100;1020;14.45;12.3;1608080400
A-LN;2020-12-16 02:00:00;2;0;1608084000;28.505629;-16.155834;14.56;100;1020;14.56;12.45;1608084000
A-LN;2020-12-16 03:00:00;3;0;1608087600;28.504986;-16.156301000000003;13.8;93;1020;12.69;11.76;1608087600
A-LN;2020-12-16 04:00:00;4;0;1608091200;28.505259000000002;-16.155729;14.33;93;1020;13.21;11.34;1608091200
A-LN;2020-12-16 05:00:00;5;0;1608094800;28.505112;-16.155987;13.4;93;1020;12.29;11.94;1608094800
A-LN;2020-12-16 06:00:00;6;0;1608098400;28.505203;-16.15626;13.91;93;1020;12.8;10.79;1608098400
A-LN;2020-12-16 07:00:00;7;0;1608102000;28.505699;-16.156841;13.72;87;1021;11.6;11.35;1608102000
A-LN;2020-12-16 08:00:00;8;0;1608105600;28.505518;-16.156614;14.02;87;1022;11.89;10.27;1608105600
A-LN;2020-12-16 09:00:00;9;0;1608109200;28.505157;-16.155867;14.92;82;1023;11.88;10.46;1608109200
A-LN;2020-12-16 10:00:00;10;0;1608112800;28.505234;-16.155697;15.24;82;1024;12.19;9.83;1608112800
A-LN;2020-12-16 11:00:00;11;0;1608116400;28.505302;-16.15527;16.3;77;1025;12.26;11.96;1608116400
A-LN;2020-12-16 12:00:00;12;0;1608120000;28.505327;-16.155502;17.21;77;1024;13.15;14.2;1608120000
A-LN;2020-12-16 13:00:00;13;0;1608123600;28.505215000000003;-16.155203;17.36;72;1023;12.27;13.02;1608123600
A-LN;2020-12-16 14:00:00;14;0;1608127200;28.506001;-16.154652;17.95;72;1023;12.83;13.44;1608127200
A-LN;2020-12-16 15:00:00;15;0;1608130800;28.505482;-16.154405999999998;17.96;72;1023;12.84;11.63;1608130800
A-LN;2020-12-16 16:00:00;16;0;1608134400;28.505636;-16.153969;17.86;77;1023;13.78;11.84;1608134400
A-LN;2020-12-16 17:00:00;17;0;1608138000;28.505278000000004;-16.155031;17.38;77;1023;13.31;11.9;1608138000
A-LN;2020-12-16 18:00:00;18;0;1608141600;28.506083;-16.154362;17.04;82;1023;13.95;10.02;1608141600
A-LN;2020-12-16 19:00:00;19;0;1608145200;28.505965999999997;-16.155207;16.41;82;1024;13.33;10.24;1608145200
A-LN;2020-12-16 20:00:00;20;0;1608148800;28.506054;-16.155439;16.75;68;1024;10.82;15.55;1608148800
A-LN;2020-12-16 21:00:00;21;0;1608152400;28.505783;-16.154856;17.17;68;1024;11.22;16.51;1608152400
A-LN;2020-12-16 22:00:00;22;0;1608156000;28.505695000000003;-16.154457;16.72;68;1024;10.79;15.16;1608156000
A-LN;2020-12-16 23:00:00;23;0;1608159600;28.505733000000003;-16.154615;16.41;93;1025;15.28;11.27;1608159600
A-MR;2020-12-16 00:00:00;0;0;1608076800;28.501040000000003;-16.14786;14.97;93;1019;13.85;11.84;1608076800
A-MR;2020-12-16 01:00:00;1;0;1608080400;28.501068;-16.148153;14.47;100;1020;14.47;12.33;1608080400
A-MR;2020-12-16 02:00:00;2;0;1608084000;28.501663;-16.147625;14.56;100;1020;14.56;12.45;1608084000
A-MR;2020-12-16 03:00:00;3;0;1608087600;28.501007;-16.148247;13.81;93;1020;12.7;11.78;1608087600
A-MR;2020-12-16 04:00:00;4;0;1608091200;28.501175;-16.148037;14.34;93;1020;13.22;11.36;1608091200
A-MR;2020-12-16 05:00:00;5;0;1608094800;28.501213;-16.148125;13.41;93;1020;12.3;11.95;1608094800
A-MR;2020-12-16 06:00:00;6;0;1608098400;28.501278000000003;-16.148304;13.91;93;1020;12.8;10.79;1608098400
A-MR;2020-12-16 07:00:00;7;0;1608102000;28.501375;-16.148554;13.73;87;1021;11.61;11.36;1608102000
A-MR;2020-12-16 08:00:00;8;0;1608105600;28.501314;-16.148415;14.03;87;1022;11.9;10.28;1608105600
A-MR;2020-12-16 09:00:00;9;0;1608109200;28.501143;-16.148035;14.93;82;1023;11.89;10.47;1608109200
A-MR;2020-12-16 10:00:00;10;0;1608112800;28.501603999999997;-16.147535;15.25;82;1024;12.2;9.84;1608112800
A-MR;2020-12-16 11:00:00;11;0;1608116400;28.501648;-16.147106;16.3;77;1025;12.26;11.96;1608116400
A-MR;2020-12-16 12:00:00;12;0;1608120000;28.500782;-16.147179;17.23;77;1024;13.17;14.22;1608120000
A-MR;2020-12-16 13:00:00;13;0;1608123600;28.501545;-16.146952;17.37;72;1023;12.28;13.03;1608123600
A-MR;2020-12-16 14:00:00;14;0;1608127200;28.501102000000003;-16.147382999999998;17.99;72;1023;12.87;13.49;1608127200
A-MR;2020-12-16 15:00:00;15;0;1608130800;28.501188;-16.146835;17.99;72;1023;12.87;11.67;1608130800
A-MR;2020-12-16 16:00:00;16;0;1608134400;28.501083;-16.146010999999998;17.89;77;1023;13.81;11.88;1608134400
A-MR;2020-12-16 17:00:00;17;0;1608138000;28.501102000000003;-16.146908;17.4;77;1023;13.33;11.93;1608138000
A-MR;2020-12-16 18:00:00;18;0;1608141600;28.502306;-16.14592;17.04;82;1023;13.95;10.02;1608141600
A-MR;2020-12-16 19:00:00;19;0;1608145200;28.502512;-16.145992;16.41;82;1024;13.33;10.24;1608145200
A-MR;2020-12-16 20:00:00;20;0;1608148800;28.501934000000002;-16.1472;16.75;68;1024;10.82;15.55;1608148800
A-MR;2020-12-16 21:00:00;21;0;1608152400;28.501852000000003;-16.146244;17.18;68;1024;11.23;16.52;1608152400
A-MR;2020-12-16 22:00:00;22;0;1608156000;28.501932;-16.145702;16.73;68;1024;10.8;15.17;1608156000
A-MR;2020-12-16 23:00:00;23;0;1608159600;28.501965000000002;-16.145647;16.41;93;1025;15.28;11.27;1608159600
A-NV;2020-12-16 00:00:00;0;0;1608076800;28.474768;-16.239691;15.69;93;1020;14.56;12.81;1608076800
A-NV;2020-12-16 01:00:00;1;0;1608080400;28.474771;-16.239687;15.1;100;1020;15.1;13.18;1608080400
A-NV;2020-12-16 02:00:00;2;0;1608084000;28.474777000000003;-16.239689000000002;15.12;100;1020;15.12;13.21;1608084000
A-NV;2020-12-16 03:00:00;3;0;1608087600;28.474771;-16.239691;14.63;93;1020;13.51;12.86;1608087600
A-NV;2020-12-16 04:00:00;4;0;1608091200;28.474771;-16.239691;14.66;93;1020;13.54;11.78;1608091200
A-NV;2020-12-16 05:00:00;5;0;1608094800;28.474773;-16.239689000000002;13.81;93;1020;12.7;12.48;1608094800
A-NV;2020-12-16 06:00:00;6;0;1608098400;28.474773;-16.239691;13.99;93;1020;12.88;10.89;1608098400
A-NV;2020-12-16 07:00:00;7;0;1608102000;28.474775;-16.239691;13.81;87;1021;11.69;11.46;1608102000
A-NV;2020-12-16 08:00:00;8;0;1608105600;28.474775;-16.239691;14.29;87;1022;12.16;10.62;1608105600
A-NV;2020-12-16 09:00:00;9;0;1608109200;28.474771;-16.239687;15.1;82;1023;12.05;10.69;1608109200
A-NV;2020-12-16 10:00:00;10;0;1608112800;28.474771;-16.239685;15.23;82;1024;12.18;9.81;1608112800
A-NV;2020-12-16 11:00:00;11;0;1608116400;28.47477;-16.239687;17.18;77;1025;13.12;13.11;1608116400
A-NV;2020-12-16 12:00:00;12;0;1608120000;28.474781;-16.239695;17.98;77;1024;13.89;15.22;1608120000
A-NV;2020-12-16 13:00:00;13;0;1608123600;28.474783000000002;-16.239689000000002;18.07;72;1023;12.95;13.94;1608123600
A-NV;2020-12-16 14:00:00;14;0;1608127200;28.474775;-16.239689000000002;18.65;72;1023;13.51;14.36;1608127200
A-NV;2020-12-16 15:00:00;15;0;1608130800;28.474787;-16.239693;18.67;72;1022;13.53;12.56;1608130800
A-NV;2020-12-16 16:00:00;16;0;1608134400;28.474777000000003;-16.239691;18.61;77;1022;14.5;12.84;1608134400
A-NV;2020-12-16 17:00:00;17;0;1608138000;28.474773;-16.239689000000002;18.1;77;1023;14.01;12.85;1608138000
A-NV;2020-12-16 18:00:00;18;0;1608141600;28.474777000000003;-16.239687;17.28;82;1023;14.18;10.34;1608141600
A-NV;2020-12-16 19:00:00;19;0;1608145200;28.474775;-16.239695;16.59;82;1024;13.51;10.48;1608145200
A-NV;2020-12-16 20:00:00;20;0;1608148800;28.469231;-16.212372;16.59;87;1024;14.42;10.44;1608148800
A-NV;2020-12-16 21:00:00;21;0;1608152400;28.512372999999997;-16.146435;17.17;68;1024;11.22;16.51;1608152400
A-NV;2020-12-16 22:00:00;22;0;1608156000;28.512404999999998;-16.14599;16.72;68;1024;10.79;15.16;1608156000
A-NV;2020-12-16 23:00:00;23;0;1608159600;28.512521999999997;-16.146231;16.41;93;1025;15.28;11.27;1608159600
A-PL;2020-12-16 00:00:00;0;0;1608076800;28.471642;-16.245779000000002;15.71;93;1020;14.58;12.84;1608076800
A-PL;2020-12-16 01:00:00;1;0;1608080400;28.471636;-16.245785;15.12;100;1020;15.12;13.21;1608080400
A-PL;2020-12-16 02:00:00;2;0;1608084000;28.471638000000002;-16.245783;15.13;100;1020;15.13;13.22;1608084000
A-PL;2020-12-16 03:00:00;3;0;1608087600;28.471638000000002;-16.245781;14.64;93;1020;13.52;12.87;1608087600
A-PL;2020-12-16 04:00:00;4;0;1608091200;28.471638000000002;-16.245781;14.68;93;1020;13.56;11.81;1608091200
A-PL;2020-12-16 05:00:00;5;0;1608094800;28.471638000000002;-16.245773;13.83;93;1020;12.72;12.5;1608094800
A-PL;2020-12-16 06:00:00;6;0;1608098400;28.47164;-16.245777;13.99;93;1020;12.88;10.89;1608098400
A-PL;2020-12-16 07:00:00;7;0;1608102000;28.471634;-16.245783;13.81;87;1021;11.69;11.46;1608102000
A-PL;2020-12-16 08:00:00;8;0;1608105600;28.471638000000002;-16.245779000000002;14.3;87;1022;12.17;10.63;1608105600
A-PL;2020-12-16 09:00:00;9;0;1608109200;28.471638000000002;-16.245779000000002;15.1;82;1023;12.05;10.69;1608109200
A-PL;2020-12-16 10:00:00;10;0;1608112800;28.471642;-16.245779000000002;15.23;82;1024;12.18;9.81;1608112800
A-PL;2020-12-16 11:00:00;11;0;1608116400;28.47164;-16.245787;17.2;77;1025;13.14;13.13;1608116400
A-PL;2020-12-16 12:00:00;12;0;1608120000;28.471643;-16.245796;18.0;77;1024;13.91;15.24;1608120000
A-PL;2020-12-16 13:00:00;13;0;1608123600;28.471643;-16.245792;18.1;72;1023;12.98;13.98;1608123600
A-PL;2020-12-16 14:00:00;14;0;1608127200;28.471642;-16.245785;18.68;72;1023;13.54;14.4;1608127200
A-PL;2020-12-16 15:00:00;15;0;1608130800;28.471646999999997;-16.245787;18.7;72;1022;13.55;12.6;1608130800
A-PL;2020-12-16 16:00:00;16;0;1608134400;28.47164;-16.245787;18.64;77;1022;14.53;12.88;1608134400
A-PL;2020-12-16 17:00:00;17;0;1608138000;28.471638000000002;-16.245779000000002;18.13;77;1023;14.04;12.89;1608138000
A-PL;2020-12-16 18:00:00;18;0;1608141600;28.471643;-16.245781;17.28;82;1023;14.18;10.34;1608141600
A-PL;2020-12-16 19:00:00;19;0;1608145200;28.480701;-16.236086;16.58;82;1024;13.5;10.46;1608145200
A-PL;2020-12-16 20:00:00;20;0;1608148800;28.465319;-16.204855;16.59;87;1024;14.42;10.44;1608148800
A-PL;2020-12-16 21:00:00;21;0;1608152400;28.315659000000004;-16.020147;17.21;68;1024;11.26;16.56;1608152400
A-PL;2020-12-16 22:00:00;22;0;1608156000;28.420115999999997;-15.832927999999999;16.59;87;1024;14.42;10.09;1608156000
A-PL;2020-12-16 23:00:00;23;0;1608159600;28.584190000000003;-15.656120000000001;16.5;93;1025;15.36;11.39;1608159600
A-PM;2020-12-16 00:00:00;0;0;1608076800;25.271616;55.278515000000006;18.36;68;1019;12.36;17.27;1608076800
A-PM;2020-12-16 01:00:00;1;0;1608080400;25.271632999999998;55.2785;17.66;68;1019;11.69;16.71;1608080400
A-PM;2020-12-16 02:00:00;2;0;1608084000;25.271632999999998;55.2785;17.39;63;1019;10.28;15.69;1608084000
A-PM;2020-12-16 03:00:00;3;0;1608087600;25.271632999999998;55.278515000000006;16.86;63;1020;9.78;15.37;1608087600
A-PM;2020-12-16 04:00:00;4;0;1608091200;25.271616;55.2785;17.53;63;1021;10.42;15.52;1608091200
A-PM;2020-12-16 05:00:00;5;0;1608094800;25.271632999999998;55.278515000000006;20.26;56;1021;11.21;18.47;1608094800
A-PM;2020-12-16 06:00:00;6;0;1608098400;25.27165;55.2785;22.47;49;1022;11.24;19.64;1608098400
A-PM;2020-12-16 07:00:00;7;0;1608102000;25.271632999999998;55.278515000000006;24.72;41;1021;10.6;21.7;1608102000
