Ship;Date;hour;minute;UTC_Seconds;Latitude;Longitude;ow_temp;ow_humidity;ow_pressure;ow_dewPoint;ow_feelsLike;ow_dt
A-AU;2020-12-14 00:00:00;0;0;1607904000;59.449966;24.766567000000002;-3.1;92;1017;-4.09;-6.67;1607904000
A-AU;2020-12-14 01:00:00;1;0;1607907600;59.44998199999999;24.766567000000002;-3.1;92;1017;-4.09;-6.32;1607907600
A-AU;2020-12-14 02:00:00;2;0;1607911200;59.44998199999999;24.766567000000002;-2.99;92;1017;-3.98;-6.55;1607911200
A-AU;2020-12-14 03:00:00;3;0;1607914800;59.449966;24.766567000000002;-2.99;92;1017;-3.98;-6.55;1607914800
A-AU;2020-12-14 04:00:00;4;0;1607918400;59.449966;24.766567000000002;-2.99;92;1017;-3.98;-6.97;1607918400
A-AU;2020-12-14 05:00:00;5;0;1607922000;59.44998199999999;24.766567000000002;-2.99;92;1017;-3.98;-6.55;1607922000
A-AU;2020-12-14 06:00:00;6;0;1607925600;59.44998199999999;24.766567000000002;-2.75;92;1017;-3.74;-6.29;1607925600
A-AU;2020-12-14 07:00:00;7;0;1607929200;59.449966;24.766567000000002;-2.75;92;1017;-3.74;-6.71;1607929200
A-AU;2020-12-14 08:00:00;8;0;1607932800;59.44998199999999;24.766567000000002;-2.75;92;1018;-3.74;-6.71;1607932800
A-AU;2020-12-14 09:00:00;9;0;1607936400;59.449966;24.766567000000002;-2.47;92;1018;-3.46;-6.39;1607936400
A-AU;2020-12-14 10:00:00;10;0;1607940000;59.449966;24.766567000000002;-2.01;86;1018;-3.8;-5.56;1607940000
A-AU;2020-12-14 11:00:00;11;0;1607943600;59.449966;24.766567000000002;-2.01;86;1018;-3.8;-5.56;1607943600
A-AU;2020-12-14 12:00:00;12;0;1607947200;59.44998199999999;24.766567000000002;-1.81;86;1017;-3.6;-5.34;1607947200
A-AU;2020-12-14 13:00:00;13;0;1607950800;59.44998199999999;24.766582;-1.93;86;1017;-3.72;-5.13;1607950800
A-AU;2020-12-14 14:00:00;14;0;1607954400;59.449966;24.766582;-2.25;92;1017;-3.24;-6.5;1607954400
