Ship;Date;hour;minute;UTC_Seconds;Latitude;Longitude;ow_temp;ow_humidity;ow_pressure;ow_dewPoint;ow_feelsLike;ow_dt
A-AU;2020-12-12 00:00:00;0;0;1607731200;59.449966;24.766567000000002;-0.12;95;1014;-0.74;-4.39;1607731200
A-AU;2020-12-12 01:00:00;1;0;1607734800;59.44998199999999;24.766567000000002;-0.15;94;1014;-0.9;-4.45;1607734800
A-AU;2020-12-12 02:00:00;2;0;1607738400;59.44998199999999;24.766567000000002;0.14;93;1014;-0.75;-4.14;1607738400
A-AU;2020-12-12 03:00:00;3;0;1607742000;59.449966;24.766567000000002;0.25;93;1014;-0.66;-4.36;1607742000
A-AU;2020-12-12 04:00:00;4;0;1607745600;59.449966;24.766567000000002;0.54;93;1013;-0.4;-3.68;1607745600
A-AU;2020-12-12 05:00:00;5;0;1607749200;59.44998199999999;24.766567000000002;0.85;93;1013;-0.13;-3.33;1607749200
A-AU;2020-12-12 06:00:00;6;0;1607752800;59.44998199999999;24.766567000000002;1.06;92;1013;-0.08;-3.81;1607752800
A-AU;2020-12-12 07:00:00;7;0;1607756400;59.44998199999999;24.766567000000002;1.1;91;1013;-0.18;-3.78;1607756400
A-AU;2020-12-12 08:00:00;8;0;1607760000;59.44998199999999;24.766567000000002;0.97;88;1013;-0.7;-3.65;1607760000
A-AU;2020-12-12 09:00:00;9;0;1607763600;59.449966;24.766567000000002;1.21;86;1013;-0.77;-3.42;1607763600
A-AU;2020-12-12 10:00:00;10;0;1607767200;59.449966;24.766567000000002;0.65;87;1013;-1.11;-3.68;1607767200
A-AU;2020-12-12 11:00:00;11;0;1607770800;59.449966;24.766567000000002;-0.1;90;1013;-1.37;-5.87;1607770800
A-AU;2020-12-12 12:00:00;12;0;1607774400;59.44998199999999;24.766567000000002;-0.54;92;1013;-1.54;-5.98;1607774400
A-AU;2020-12-12 13:00:00;13;0;1607778000;59.44998199999999;24.766567000000002;-1.04;86;1014;-2.85;-6.65;1607778000
A-AU;2020-12-12 14:00:00;14;0;1607781600;59.44998199999999;24.766567000000002;-1.4;86;1014;-3.2;-6.71;1607781600
A-AU;2020-12-12 15:00:00;15;0;1607785200;59.449966;24.766567000000002;-1.74;86;1015;-3.54;-6.73;1607785200
A-AU;2020-12-12 16:00:00;16;0;1607788800;59.449966;24.766567000000002;-2.01;86;1015;-3.8;-7.03;1607788800
A-AU;2020-12-12 17:00:00;17;0;1607792400;59.44998199999999;24.766567000000002;-2.01;86;1015;-3.8;-6.33;1607792400
A-AU;2020-12-12 18:00:00;18;0;1607796000;59.44998199999999;24.766567000000002;-2.02;86;1015;-3.81;-6.7;1607796000
A-AU;2020-12-12 19:00:00;19;0;1607799600;59.44998199999999;24.766567000000002;-2.7;92;1015;-3.69;-7.7;1607799600
A-AU;2020-12-12 20:00:00;20;0;1607803200;59.44998199999999;24.766567000000002;-2.7;92;1015;-3.69;-6.65;1607803200
A-AU;2020-12-12 21:00:00;21;0;1607806800;59.449966;24.766567000000002;-3.1;92;1016;-4.09;-7.44;1607806800
A-AU;2020-12-12 22:00:00;22;0;1607810400;59.44998199999999;24.766567000000002;-3.93;92;1016;-4.91;-9.06;1607810400
A-AU;2020-12-12 23:00:00;23;0;1607814000;59.44998199999999;24.766567000000002;-4.46;92;1016;-5.44;-10.0;1607814000
A-BE;2020-12-12 00:00:00;0;0;1607731200;28.064667;-15.374367000000001;18.59;88;1024;16.56;16.1;1607731200
A-BE;2020-12-12 01:00:00;1;0;1607734800;28.064916999999998;-15.374232999999998;18.59;82;1023;15.46;16.38;1607734800
A-BE;2020-12-12 02:00:00;2;0;1607738400;28.064884000000003;-15.373682999999998;18.59;82;1023;15.46;16.03;1607738400
A-BE;2020-12-12 03:00:00;3;0;1607742000;28.0648;-15.374766000000001;18.42;82;1021;15.29;16.57;1607742000
A-BE;2020-12-12 04:00:00;4;0;1607745600;28.06455;-15.373682999999998;18.42;82;1021;15.29;16.15;1607745600
